UPC 13 digit,Geography,Time,Product_x,Unit Sales,Volume Sales,Dollar Sales,Total Ounces,Price per Unit,Package,Cooked Info,Price per Volume,Unit Sales Any Merch,Unit Sales Price Reductions Only,Unit Sales Feature Only,Unit Sales Display Only,Dollar Sales Any Merch,Dollar Sales Feature Only,Dollar Sales Display Only,Incremental Units,Incremental Volume,Incremental Dollars,ACV Weighted Distribution,Flavor / Scent,Form,Brand Name
810094940141,California,Week Ending 09-10-23,EAT MEATI FROZEN REGULAR MEAT SUBSTITUTE CUTLET 9.5 OZ - 0810094940141,1611.6352580785751,956.9890162470579,14472.4487659657,9.5,9.509893276924554,BOX,VALUE NOT AVAILABLE,16.015313703140038,486.93024611473083,486.93024611473083,0.0,0.0,3468.8851852691173,0.0,0.0,253.3547181649008,150.44203262764623,1350.9566401649922,2.456945698485958,REGULAR,CUTLET,EAT MEATI
810094940181,California,Week Ending 08-20-23,EAT MEATI FROZEN REGULAR MEAT SUBSTITUTE STEAK 8.8 OZ - 0810094940181,3876.7060083150864,2132.1883045732975,44944.73111818671,8.8,12.194767697172393,BOX,COOK THOROUGHLY,22.172304903949804,1306.69953083992,1301.4766336679459,0.0,5.222897171974182,12675.216004247666,0.0,65.23398567795753,471.6477599643745,259.4062680198194,3010.182250401984,4.224027135516965,REGULAR,STEAK,EAT MEATI
810487002611,California,Week Ending 06-12-22,HEAVEN & EARTH FROZEN REGULAR MEAT SUBSTITUTE BURGER 9.88 OZ - 0810487002611,328.61063826084137,202.91706912606955,2833.2253133904933,9.88,8.70341913841659,BOX,VALUE NOT AVAILABLE,14.094605892172613,51.556962847709656,51.556962847709656,0.0,0.0,385.4441571819782,0.0,0.0,15.540389703296036,9.59619069040405,98.23346588496744,0.15749922091108196,REGULAR,BURGER,HEAVEN & EARTH
810487002621,California,Week Ending 07-03-22,HEAVEN & EARTH FROZEN REGULAR MEAT SUBSTITUTE BURGER 9.88 OZ - 0810487002621,152.50592172145844,94.17240666300059,1329.6398940742015,9.88,8.785776866345188,INDIVIDUALLY WRAPPED IN BOX,VALUE NOT AVAILABLE,14.227978730923379,28.02393913269043,28.02393913269043,0.0,0.0,215.97989280223845,0.0,0.0,13.218169705084392,8.162219889815221,95.58482912950865,0.10850538324360526,REGULAR,BURGER,HEAVEN & EARTH
810487002631,California,Week Ending 07-03-22,HEAVEN & EARTH FROZEN SPICY MEAT SUBSTITUTE BURGER 9.88 OZ - 0810487002631,184.35601496696472,113.83983924210072,1622.6505816078186,9.88,8.800426813332372,BOX,VALUE NOT AVAILABLE,14.251703341428941,11.005248785018921,11.005248785018921,0.0,0.0,79.68265090227126,0.0,0.0,2.292810334120304,1.4158103813192877,13.85050171129391,0.11874860249695117,SPICY,BURGER,HEAVEN & EARTH
810487002641,California,Week Ending 06-26-22,HEAVEN & EARTH FROZEN REGULAR MEAT SUBSTITUTE BURGER 9.88 OZ - 0810487002641,178.4000517129898,110.16203193277121,1548.6514293539524,9.88,8.777373959151316,INDIVIDUALLY WRAPPED IN BOX,VALUE NOT AVAILABLE,14.214370784050713,21.606149196624756,21.606149196624756,0.0,0.0,161.8067260789871,0.0,0.0,4.152436601695889,2.564129601547212,24.41187605881365,0.12283197193081014,REGULAR,BURGER,HEAVEN & EARTH
810487002651,California,Week Ending 07-03-22,HEAVEN & EARTH FROZEN SWEET SUNSHINE CORN MEAT SUBSTITUTE BURGER 9.88 OZ - 0810487002651,133.33570206165314,82.33479602307082,1120.1197585022448,9.88,8.378888888888888,INDIVIDUALLY WRAPPED IN BOX,VALUE NOT AVAILABLE,13.569050832208726,2.7687480449676514,2.7687480449676514,0.0,0.0,19.35354883432388,0.0,0.0,0.0,0.0,0.0,0.10766159507240018,SWEET SUNSHINE CORN,BURGER,HEAVEN & EARTH
810969030021,California,Week Ending 01-12-20,GOOD & GREEN REFRIGERATED LUPINI BEANS MEAT SUBSTITUTE SLICED 3 OZ - 0810969030021,77.11960136890411,14.459925256669521,540.4415885150432,3.0,7.073333333333333,VACUUM PACKAGED PLASTIC,VALUE NOT AVAILABLE,37.724444444444444,22.039024233818054,22.039024233818054,0.0,0.0,154.0527793943882,0.0,0.0,7.641268037730072,1.432737803245935,39.09765357900571,0.20678429093094142,LUPINI BEAN,SLICED,GOOD & GREEN
810969030041,California,Week Ending 01-12-20,GOOD & GREEN FROZEN SPICY MEAT SUBSTITUTE SLICED 3 OZ - 0810969030041,113.91619050502777,21.359285719692707,910.1903621351719,3.0,7.99,PEGGED PLASTIC WRAP TRAY,VALUE NOT AVAILABLE,42.61333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2873047041502513,SPICY,SLICED,GOOD & GREEN
810969030091,California,Week Ending 01-12-20,GOOD & GREEN REFRIGERATED REGULAR MEAT SUBSTITUTE SLICED 3 OZ - 0810969030091,104.48266565799713,19.590499810874462,738.5312210023403,3.0,7.066923076923077,PEGGED PLASTIC WRAP TRAY,VALUE NOT AVAILABLE,37.69025641025641,59.028361201286316,59.028361201286316,0.0,0.0,412.60824479699136,0.0,0.0,14.13205872251988,2.649761086379899,67.62618314154592,0.25147744324894855,REGULAR,SLICED,GOOD & GREEN
810969030101,California,Week Ending 01-12-20,GOOD & GREEN FROZEN REGULAR MEAT SUBSTITUTE SLICED 3 OZ - 0810969030101,90.68728125095367,17.003865234553814,650.4047039115429,3.0,7.122216124261914,PEGGED PLASTIC WRAP TRAY,VALUE NOT AVAILABLE,37.985152662730215,64.56796061992645,64.56796061992645,0.0,0.0,454.0810557472706,0.0,0.0,22.557165834058885,4.229468686222104,136.36522512554447,0.21596244568185632,REGULAR,SLICED,GOOD & GREEN
816697020191,California,Week Ending 02-27-22,IMPOSSIBLE FROZEN SAVORY MEAT SUBSTITUTE PATTY 12.8 OZ - 0816697020191,105033.35153126717,84026.68122501373,884289.3589963401,12.8,8.49158207886504,RESEALABLE PLASTIC BAG,FULLY COOKED,10.614477598581301,37488.35841715336,32053.414997458458,4870.464310407639,527.5170433521271,279387.4587175405,35023.471030807494,4802.477678576708,14252.153827057879,11401.723058702244,74185.68009604412,16.118052125996012,SAVORY,PATTY,IMPOSSIBLE
816697020251,California,Week Ending 02-27-22,IMPOSSIBLE FROZEN SPICY MEAT SUBSTITUTE PATTY 12.8 OZ - 0816697020251,43421.989829182625,34737.591863346104,390190.3089327419,12.8,9.200748865053292,RESEALABLE PLASTIC BAG,FULLY COOKED,11.500936081316615,15848.111142039299,13302.933545470238,1971.0107610225677,566.3378417491913,125645.93213240146,13579.179770104885,5137.102318665981,6824.183063055103,5459.346451773029,37303.81380297936,7.322572843426736,SPICY,PATTY,IMPOSSIBLE
816697020321,California,Week Ending 03-20-22,IMPOSSIBLE REFRIGERATED BRATWURST MEAT SUBSTITUTE LINK 13.5 OZ - 0816697020321,257899.20068466663,217615.3455377217,2072166.968031559,13.5,8.150350411222556,PLASTIC CONTAINER IN SLEEVE,UNCOOKED,9.65910217020924,129980.06289196014,99680.11355292797,11919.31562101841,18280.995563983917,932118.0147604478,87502.72307279945,128992.39691115498,48437.06606250098,40871.196351969564,235549.7634763965,22.10973162908226,BRATWURST,LINK,IMPOSSIBLE
816697020341,California,Week Ending 03-27-22,IMPOSSIBLE REFRIGERATED ITALIAN SAUSAGE MEAT SUBSTITUTE LINK 13.5 OZ - 0816697020341,104344.93884766102,88046.25939965637,987910.3632001067,13.5,9.678335242347153,PLASTIC TRAY IN CARDBOARD SLEEVE,UNCOOKED,11.469939846346474,43147.05049395561,32836.36688601971,7323.695576429367,2945.31957924366,361749.8676217806,56269.86080563307,26782.38826311946,17686.162213556552,14923.583671986258,112850.59806153584,10.650313850843773,ITALIAN SAUSAGE,LINK,IMPOSSIBLE
816697020351,California,Week Ending 03-13-22,IMPOSSIBLE REFRIGERATED SPICY SAUSAGE MEAT SUBSTITUTE LINK 13.5 OZ - 0816697020351,226675.60551524162,191268.8759337609,1926112.3159073985,13.5,8.600780790514898,PLASTIC CONTAINER IN SLEEVE,UNCOOKED,10.192913949413247,115348.08185255527,99750.23131453991,11543.947568774223,4020.8657381534576,860202.3359802174,85219.84768224001,37780.19966997385,39636.82929927788,33445.55655485104,185775.92472988044,19.96634176875971,SPICY SAUSAGE,LINK,IMPOSSIBLE
816697020471,California,Week Ending 10-02-22,IMPOSSIBLE FROZEN ITALIAN MEAT SUBSTITUTE MEATBALL 14 OZ - 0816697020471,42341.06175494194,37048.4290355742,372879.0146343517,14.0,9.011916918708982,PLASTIC BAG,FULLY COOKED,10.299333621381694,8583.971446633339,6743.8288514614105,1699.2270185947418,127.86176764965057,71094.62905378938,11433.554342530966,1395.6629075443745,3926.2576610773713,3435.4754531056706,22165.2650643815,11.52131957719892,ITALIAN,MEATBALL,IMPOSSIBLE
816697020641,California,Week Ending 03-12-23,IMPOSSIBLE REFRIGERATED REGULAR MEAT SUBSTITUTE GROUND 12 OZ - 0816697020641,88195.96600651741,66146.97450488806,766949.5743786156,12.0,8.648937230548913,VACUUM PACKED,VALUE NOT AVAILABLE,11.53191630739855,48003.66447663307,28148.066749334335,13423.896394491196,5372.660537004471,367263.126436336,105750.64277572154,45374.98994064689,15988.830080743925,11991.622568047409,76160.08762611562,13.946717793931379,REGULAR,GROUND,IMPOSSIBLE
816697020681,California,Week Ending 07-09-23,IMPOSSIBLE REFRIGERATED REGULAR MEAT SUBSTITUTE PATTY 10.66 OZ - 0816697020681,10609.185893416405,7068.900560783351,110689.28562269687,10.66,10.485743180448393,PLASTIC WRAP TRAY,FULLY COOKED,15.737270269320716,2642.7587163448334,2627.058561682701,0.0,15.700154662132263,25432.678102421763,0.0,158.15120811104774,907.4251504202003,604.6173787266987,7554.157691125623,5.067025208769048,REGULAR,PATTY,IMPOSSIBLE
816697021001,California,Week Ending 01-26-20,IMPOSSIBLE REFRIGERATED REGULAR MEAT SUBSTITUTE GROUND 12 OZ - 0816697021001,4312771.838944911,3234578.8792086835,32955639.925455075,12.0,7.704401277497583,VACUUM PACKED,VALUE NOT AVAILABLE,10.272535036663443,2130068.1424531024,1417883.2248477885,515060.7771600485,179747.27082196207,14817115.414873337,3508859.522268853,1379470.8733078388,648385.6731116492,486289.2548006103,2702054.6272303946,57.29834341220009,REGULAR,GROUND,IMPOSSIBLE
816697021011,California,Week Ending 08-30-20,IMPOSSIBLE REFRIGERATED REGULAR MEAT SUBSTITUTE PATTY 8 OZ - 0816697021011,2536370.425560905,1268185.2127804526,14599269.530000156,8.0,5.954416685033721,PLASTIC CONTAINER,VALUE NOT AVAILABLE,11.908833370067441,1385206.1214110944,940500.0617443323,271915.79809070565,147550.78921449184,7190416.090050575,1380383.531337509,835673.4456480157,504747.9263489439,252373.96314606772,1721074.5255565234,48.28134673166887,REGULAR,PATTY,IMPOSSIBLE
816697021071,California,Week Ending 05-16-21,IMPOSSIBLE FROZEN REGULAR MEAT SUBSTITUTE BURGER PATTY 24 OZ - 0816697021071,377045.74044458754,565568.6106668813,5344813.318889129,24.0,14.46029267082946,RESEALABLE PLASTIC BAG,VALUE NOT AVAILABLE,9.640195113886307,171336.74348236993,91399.16128325462,40122.97062730789,31297.644013304263,2174098.102800555,489676.9962759209,422076.5756788611,67158.9902143647,100738.48531013206,654091.8406726682,25.49371065315249,REGULAR,BURGER PATTY,IMPOSSIBLE
816697021081,California,Week Ending 07-25-21,IMPOSSIBLE REFRIGERATED SAVORY MEAT SUBSTITUTE ROLL 14 OZ - 0816697021081,328548.40404474735,287479.85353915393,1993328.0641422844,14.0,6.1597435467981265,PLASTIC WRAPPED,VALUE NOT AVAILABLE,7.03970691062643,141413.4657857418,115610.39713835716,21556.28463101387,4223.309480190277,747088.2437423884,121164.90791540622,26412.645415849685,49076.47979466642,42941.919811679916,158510.0181050262,21.812471664238895,SAVORY,ROLL,IMPOSSIBLE
816697021091,California,Week Ending 07-25-21,IMPOSSIBLE REFRIGERATED SPICY MEAT SUBSTITUTE ROLL 14 OZ - 0816697021091,289561.7842603922,253366.56122784317,1751888.4800158395,14.0,6.127631907268375,PLASTIC WRAPPED,VALUE NOT AVAILABLE,7.0030078940210005,130432.14925217628,106004.46424233913,21381.88900399208,3022.2166808843613,696637.569634043,121388.90290962458,18982.405076715946,44479.99118710722,38919.9922944368,147277.4167206455,19.833912375618002,SPICY,ROLL,IMPOSSIBLE
816697023001,California,Week Ending 02-20-22,IMPOSSIBLE REFRIGERATED REGULAR MEAT SUBSTITUTE GROUND 12 OZ - 0816697023001,45583.0,34187.25,315910.28,12.0,6.868817039524843,VACUUM PACKED,VALUE NOT AVAILABLE,9.158422719366458,959.0,959.0,0.0,0.0,5669.57,0.0,0.0,329.0499987602234,246.78749871253967,1501.6501123046876,7.03534304156817,REGULAR,GROUND,IMPOSSIBLE
816697023011,California,Week Ending 10-10-21,IMPOSSIBLE FROZEN REGULAR MEAT SUBSTITUTE BURGER PATTY 24 OZ - 0816697023011,113023.42266584374,169535.1339987656,1436266.678712449,24.0,12.761952515214048,RESEALABLE PLASTIC BAG,VALUE NOT AVAILABLE,8.507968343476032,11863.66562974453,11430.66562974453,0.0,433.0,129211.66751392126,0.0,5086.19,3074.801895921704,4612.2028440601325,26909.20967661338,10.189643290419436,REGULAR,BURGER PATTY,IMPOSSIBLE
816697023021,California,Week Ending 10-17-21,IMPOSSIBLE FROZEN SAVORY MEAT SUBSTITUTE GROUND 14 OZ - 0816697023021,55213.48912406899,48311.80298356037,278341.0231851959,14.0,5.03849015088822,VACUUM PACKED,VALUE NOT AVAILABLE,5.758274458157966,2547.0093801021576,2542.0093801021576,0.0,5.0,10832.72408648014,0.0,24.9,814.9780203104019,713.1057674627518,2291.750412597656,6.768787977963374,SAVORY,GROUND,IMPOSSIBLE
816697023031,California,Week Ending 10-17-21,IMPOSSIBLE FROZEN SPICY SAUSAGE MEAT SUBSTITUTE ROLL 14 OZ - 0816697023031,51934.21720337868,45442.44005295634,262093.99567214012,14.0,5.042354994529666,PLASTIC WRAPPED,FULLY COOKED,5.762691422319618,2397.0120928287506,2240.0120928287506,1.0,156.0,10525.223208446503,5.99,765.99,829.5601805755016,725.8651582790026,2766.405846006239,6.505015694047266,SPICY SAUSAGE,ROLL,IMPOSSIBLE
816697023041,California,Week Ending 11-07-21,IMPOSSIBLE FROZEN HOMESTYLE MEAT SUBSTITUTE BALL 14 OZ - 0816697023041,349227.2690443296,305573.8604137884,2865606.8635452045,14.0,8.169087758784666,RESEALABLE PLASTIC BAG,FULLY COOKED,9.336100295753905,127284.3250234127,93392.2885235548,21815.784952044487,10574.834692835808,979948.8062611043,157818.94355062008,92999.94565992951,44896.8101798861,39284.70892567001,248844.15749165116,31.59263661372361,HOMESTYLE,BALL,IMPOSSIBLE
820103327121,California,Week Ending 10-24-21,NO BULL BURGER FROZEN ORIGINAL MEAT SUBSTITUTE BURGER 8 OZ - 0820103327121,7.0,3.5,46.93,8.0,6.67,CARDBOARD BOX & WINDOW,VALUE NOT AVAILABLE,13.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005279168297101081,ORIGINAL,BURGER,NO BULL BURGER
820103327141,California,Week Ending 10-17-21,NO BULL BURGER FROZEN MAMA MIA SPICY ITALIAN MEAT SUBSTITUTE BURGER 8 OZ - 0820103327141,18.0,9.0,121.92,8.0,6.766923076923077,CARDBOARD BOX & WINDOW,VALUE NOT AVAILABLE,13.533846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004873365670708415,MAMA MIA SPICY ITALIAN,BURGER,NO BULL BURGER
833735000141,California,Week Ending 01-12-20,QUORN FROZEN REGULAR MEAT SUBSTITUTE GROUND 12 OZ - 0833735000141,342683.7980156038,257012.84851170285,1483911.1555234026,12.0,4.590993739711281,PLASTIC BAG,COOK THOROUGHLY,6.121324986281707,155469.68060529232,96406.93307089806,57407.26470339298,1184.0293308496475,584245.9373217928,206347.54358111025,5177.800127241611,67339.12177660798,50504.341328290306,170089.74292358937,20.510820264515797,REGULAR,GROUND,QUORN
833735000241,California,Week Ending 01-12-20,QUORN FROZEN REGULAR MEAT SUBSTITUTE MEATBALL 10.6 OZ - 0833735000241,8075.501481294632,5350.019731357694,34414.56223445773,10.6,5.031309193224955,PLASTIC BAG,VALUE NOT AVAILABLE,7.594428970905594,3911.67072558403,2377.6863874197006,1533.9843381643295,0.0,13751.705752182006,4975.237238613367,0.0,1791.1290756279461,1186.6230140124399,4061.9339673774057,0.725484020704633,REGULAR,MEATBALL,QUORN
833735001271,California,Week Ending 01-12-20,QUORN FROZEN REGULAR MEAT SUBSTITUTE BREAKFAST SAUSAGE PATTY 7.8 OZ - 0833735001271,683.0338329076767,332.9789935424924,2758.5705149257183,7.8,4.204310054746013,BOX,VALUE NOT AVAILABLE,8.624225753325154,323.34055745601654,306.0472353696823,17.29332208633423,0.0,1082.3595475804805,55.216587513685226,0.0,139.95420350660333,68.22767436121775,260.20278346578186,0.0984124900317776,REGULAR,BREAKFAST SAUSAGE PATTY,QUORN
833735001371,California,Week Ending 01-12-20,QUORN FROZEN PEPPER SEASONING MEAT SUBSTITUTE BURGER 11.3 OZ - 0833735001371,60351.46600426049,42626.24043880918,246610.24235918158,11.3,4.569733047973753,BOX,VALUE NOT AVAILABLE,6.4699604247115285,29507.5063239336,17252.514213085175,11762.80946958065,227.94189310073853,97113.65612386107,38289.20848034501,1016.3500557744503,16473.401387187725,11635.163407372323,38065.326466534556,5.092667511158067,PEPPER SEASONING,BURGER,QUORN
833735001831,California,Week Ending 01-12-20,QUORN FROZEN REGULAR MEAT SUBSTITUTE STRIP 10.58 OZ - 0833735001831,19316.35198557377,12773.903568059932,75620.72387429953,10.58,3.680697245377986,RESEALABLE PLASTIC BAG,VALUE NOT AVAILABLE,5.5658509683622945,11658.215539693832,7411.572461009026,4246.643078684807,0.0,41924.40793994427,15480.019126216173,0.0,5352.813791757872,3539.8157602610327,13704.825066506372,2.5752359031230845,REGULAR,STRIP,QUORN
833735002561,California,Week Ending 07-25-21,QUORN REFRIGERATED REGULAR MEAT SUBSTITUTE GROUND 7.1 OZ - 0833735002561,7333.727821469307,3254.7084071680783,23873.745125544072,7.1,3.6509682707654627,PLASTIC CONTAINER IN SLEEVE,VALUE NOT AVAILABLE,8.22660718964728,3145.1923092603683,3145.1923092603683,0.0,0.0,7772.442788178921,0.0,0.0,1781.889525275066,790.8025713711636,2526.1232138544374,1.4431933905624175,REGULAR,GROUND,QUORN
833735003221,California,Week Ending 12-05-21,QUORN FROZEN REGULAR MEAT SUBSTITUTE GROUND 36 OZ - 0833735003221,2263.0254452228546,5091.807251751423,31973.046328679324,36.0,14.573606123668236,BOX,NEEDS TO BE FULLY COOKED,6.477158277185883,572.0717324018478,572.0717324018478,0.0,0.0,5467.219104341269,0.0,0.0,225.51319444583987,507.4046895463859,870.4666482015215,0.6939452466813509,REGULAR,GROUND,QUORN
840189400021,California,Week Ending 09-04-22,OMNIPORK FROZEN REGULAR MEAT SUBSTITUTE STRIP 6 OZ - 0840189400021,59.0,22.125,368.21999999999997,6.0,6.183471074380165,BOX,COOK THOROUGHLY,16.489256198347107,2.0,2.0,0.0,0.0,9.690000000000001,0.0,0.0,0.0,0.0,0.0,0.05857589068545765,REGULAR,STRIP,OMNIPORK
840189400261,California,Week Ending 10-09-22,OMNI FROZEN REGULAR MEAT SUBSTITUTE FILET 7.4 OZ - 0840189400261,158.0,73.075,1072.42,7.4,6.6775,PLASTIC BAG,VALUE NOT AVAILABLE,14.437837837837838,21.0,21.0,0.0,0.0,125.78999999999999,0.0,0.0,0.019999980926513672,0.009249991178512551,-0.8621002197265625,0.08568082545487224,REGULAR,FILET,OMNI
840189400501,California,Week Ending 10-23-22,OMNI FROZEN REGULAR MEAT SUBSTITUTE GROUND 7.05 OZ - 0840189400501,13660.951362490654,6019.015170313383,95838.43290485501,7.05,6.776361628232645,RESEALABLE PLASTIC BAG,VALUE NOT AVAILABLE,15.379849360491699,4221.516784667969,4192.99652504921,0.0,28.520259618759155,27628.21506245494,0.0,224.72218945264817,1534.4292637129722,676.0695330035246,7869.352733869851,5.415992661354218,REGULAR,GROUND,OMNI
840189400561,California,Week Ending 10-16-22,OMNI FROZEN REGULAR MEAT SUBSTITUTE PIECE 5.29 OZ - 0840189400561,2585.0,854.6010000000002,16333.4,5.29,6.468615850028412,RESEALABLE PLASTIC BAG,VALUE NOT AVAILABLE,19.56629113741201,637.0,637.0,0.0,0.0,3676.5299999999997,0.0,0.0,253.22272819280624,83.71543322622479,1052.9200228881837,1.5458726836905503,REGULAR,PIECE,OMNI
840189400571,California,Week Ending 10-16-22,OMNI FROZEN REGULAR MEAT SUBSTITUTE PIECE 7.05 OZ - 0840189400571,23139.525547981262,10195.274956440546,135635.40744778633,7.05,5.792982832519972,RESEALABLE PLASTIC BAG,VALUE NOT AVAILABLE,13.14794106336807,10230.98645913601,10215.871636271477,0.0,15.11482286453247,54344.69314557314,0.0,120.07143721103668,4738.470729628459,2087.77020592827,19845.21685311817,6.171934473676367,REGULAR,PIECE,OMNI
840189400621,California,Week Ending 10-01-23,OMNI FROZEN REGULAR MEAT SUBSTITUTE GROUND 7.05 OZ - 0840189400621,10813.231927514076,4764.309987262702,73708.23101111889,7.05,6.797494552242765,PLASTIC BAG,VALUE NOT AVAILABLE,15.427813327831966,127.38484609127045,78.75370132923126,0.0,48.631144762039185,771.7586565852166,0.0,332.30805324316026,51.19937755001175,22.55844563916517,283.4776926167996,10.743031574852214,REGULAR,GROUND,OMNI
842234000001,California,Week Ending 03-26-23,GARDEIN FROZEN REGULAR MEAT SUBSTITUTE CRUMBLE 14 OZ - 0842234000001,19490.59166276455,17054.26770491898,173383.48697810768,14.0,8.722430247122059,RESEALABLE PLASTIC BAG,COOK THOROUGHLY,9.968491710996638,3566.146570801735,3214.146570801735,193.0,159.0,29811.61591375351,1535.9,1326.82,985.0222086750283,861.8944314987305,6789.5196842095675,7.977231124516565,REGULAR,CRUMBLE,GARDEIN
842234000101,California,Week Ending 03-26-23,GARDEIN ULTIMATE PLANT BASED FROZEN ORIGINAL MEAT SUBSTITUTE STRIP 14 OZ - 0842234000101,19278.82279253006,16868.969943463802,181559.98484577535,14.0,9.340817012993366,RESEALABLE PLASTIC BAG,VALUE NOT AVAILABLE,10.675219443420989,2995.5228756666183,2934.5228756666183,61.0,0.0,26621.354010021685,462.11,0.0,707.3026011446593,618.8897768601831,5088.7244891807395,7.794209791950167,ORIGINAL,STRIP,GARDEIN
842234000511,California,Week Ending 01-12-20,GARDEIN FROZEN BEEF MEAT SUBSTITUTE TIP 9 OZ - 0842234000511,412728.0125776947,232159.5070749533,1815927.9790676916,9.0,4.608634141127173,RESEALABLE PLASTIC BAG,COOK THOROUGHLY,8.193127362003864,109435.87264382839,54969.40788137913,50613.95781958103,2341.288277387619,434198.9847270751,195389.06688396455,10888.351836854219,40244.28065971931,22637.407883235774,114962.16856130146,22.924039842288316,BEEF,TIP,GARDEIN
842234000821,California,Week Ending 01-12-20,GARDEIN FROZEN REGULAR MEAT SUBSTITUTE BURGER 12 OZ - 0842234000821,246574.76374874293,184931.07281155718,1101729.947316392,12.0,4.8141498514367385,PLASTIC BAG,COOK THOROUGHLY,6.418866468582317,61592.961827221814,33931.25841433138,25568.66085112095,936.3748819828033,240435.1308307045,97630.53355831622,4034.5687815189362,23915.11659472485,17936.337459088067,63311.28227765862,13.300434307576856,REGULAR,BURGER,GARDEIN
842234000971,California,Week Ending 01-12-20,GARDEIN FROZEN REGULAR MEAT SUBSTITUTE MEATBALL 12.7 OZ - 0842234000971,1496268.0381510155,1187737.568684276,6727601.026922579,12.7,4.658356609331885,PLASTIC BAG,COOK THOROUGHLY,5.868426063658207,349296.52867281437,201124.96588134766,132164.30550730228,10060.008540511131,1443110.2022126734,530280.6575727141,47070.2156754756,112638.30701657118,89412.28811314875,327836.92710588826,54.6754336863108,REGULAR,MEATBALL,GARDEIN
842234000981,California,Week Ending 01-12-20,GARDEIN FROZEN REGULAR MEAT SUBSTITUTE GROUND 13.7 OZ - 0842234000981,1400941.4846568478,1199626.1933116587,6163410.510450807,13.7,4.447236201344572,PLASTIC BAG,COOK THOROUGHLY,5.193549224973226,247681.7194159031,144086.32467198372,94240.59097385406,6343.464434862137,1023422.2963360714,385658.74850159406,28948.194384841918,78216.78500471007,66977.03299506809,236021.8768530046,45.76412754140033,REGULAR,GROUND,GARDEIN
842234001171,California,Week Ending 01-12-20,GARDEIN FROZEN REGULAR MEAT SUBSTITUTE SLIDER 10 OZ - 0842234001171,40139.75801765919,25087.348761036992,188452.53818973064,10.0,4.964108486657368,BOX,VALUE NOT AVAILABLE,7.942573578651787,13283.294001817703,6867.328781604767,6338.1233907938,36.8909912109375,53975.59888115764,25717.772450547218,169.2360791397095,4418.384595914742,2761.490374121755,12775.952394638522,4.359955172975885,REGULAR,SLIDER,GARDEIN
842234001191,California,Week Ending 01-12-20,GARDEIN FROZEN CHIPOTLE BLACK BEAN MEAT SUBSTITUTE BURGER 50.8 OZ - 0842234001191,5993.0,19027.774999999998,79685.15,50.8,12.264511679367027,BOX,COOK THOROUGHLY,3.862838324210087,3741.0,168.0,913.0,1613.0,48254.96,11135.74,22295.74,2470.4417033195496,7843.652433966099,30753.100322265625,1.6870910411847877,CHIPOTLE BLACK BEAN,BURGER,GARDEIN
842234001381,California,Week Ending 01-12-20,GARDEIN FROZEN SIZZLING SZECHUAN MEAT SUBSTITUTE STRIP 10.6 OZ - 0842234001381,127945.72871530056,84764.04527388663,557463.2103120971,10.6,4.523393496919489,RESEALABLE PLASTIC BAG,VALUE NOT AVAILABLE,6.827763768935077,28794.470365405083,15029.172207474709,13101.697667479515,205.4823042154312,111187.81408942818,50946.290437998774,935.6690518188476,11106.124399306877,7357.807413969674,32355.864859325633,9.667679734688157,SIZZLING SZECHUAN,STRIP,GARDEIN
842234001631,California,Week Ending 01-12-20,GARDEIN FROZEN CHIPOTLE BLACK BEAN MEAT SUBSTITUTE BURGER 12 OZ - 0842234001631,96739.8840585947,72554.91304394603,421245.64644844295,12.0,4.671072865406067,RESEALABLE PLASTIC BAG,COOK THOROUGHLY,6.2280971538747565,27777.222644090652,21398.900814652443,6019.346569299698,110.1844173669815,103443.13400092482,22089.320519009827,447.3669507551193,10424.137345290615,7818.103010545405,26830.016372323575,6.28954941256729,CHIPOTLE BLACK BEAN,BURGER,GARDEIN
842234001641,California,Week Ending 01-12-20,GARDEIN FROZEN GARDEN MEAT SUBSTITUTE BURGER 12 OZ - 0842234001641,5424.857249140739,4068.6429368555546,27014.641084851028,12.0,4.994007693186716,PLASTIC BAG,VALUE NOT AVAILABLE,6.6586769242489545,734.7004698514938,734.7004698514938,0.0,0.0,3189.494662257433,0.0,0.0,238.15315936869217,178.61486998490992,844.9482890243597,0.6895805149757943,GARDEN,BURGER,GARDEIN
842234002121,California,Week Ending 01-12-20,GARDEIN FROZEN SWEET AND SOUR MEAT SUBSTITUTE BITE 10.5 OZ - 0842234002121,387902.825989604,254580.62469697712,1682292.551874038,10.5,4.762064571503611,RESEALABLE PLASTIC BAG,COOK THOROUGHLY,7.2559265145567755,105215.08583915234,58724.50902783871,44319.71789753437,1406.451320886612,411325.71151455643,171127.63054222465,6285.445397812128,38365.26147575286,25179.12110549621,108367.98658741511,23.666446320015805,SWEET & SOUR,BITE,GARDEIN
